time_iso,epoch_ms,device_ms,gyro_x,gyro_y,gyro_z,mode,recording_label,phase
2026-09-26T11:04:37.973Z,1790420677973,1874,0.025,-0.026,-0.027,train,"",waiting
2026-09-26T11:04:38.019Z,1790420678019,1920,-0.024,0.001,-0.021,train,"",waiting
2026-09-26T11:04:38.066Z,1790420678066,1967,0.028,0.024,0.008,train,"",waiting
2026-09-26T11:04:38.113Z,1790420678113,2014,0.001,-0.007,-0.022,train,"",waiting
2026-09-26T11:04:38.159Z,1790420678159,2060,0.014,-0.019,0.016,train,"",waiting
2026-09-26T11:04:38.200Z,1790420678200,2101,-0.016,-0.025,-0.029,train,"",waiting
2026-09-26T11:04:38.242Z,1790420678242,2143,-0.003,-0.024,-0.016,train,"",waiting
2026-09-26T11:04:38.284Z,1790420678284,2185,0.009,-0.012,-0.009,train,"",waiting
2026-09-26T11:04:38.326Z,1790420678326,2227,-0.008,-0.027,0.014,train,"",waiting
2026-09-26T11:04:38.374Z,1790420678374,2275,-0.003,0.026,0.004,train,"",waiting
2026-09-26T11:04:38.424Z,1790420678424,2325,0.006,-0.022,-0.004,train,"",waiting
2026-09-26T11:04:38.467Z,1790420678467,2368,-0.005,0.001,-0.018,train,"",waiting
2026-09-26T11:04:38.509Z,1790420678509,2410,-0.011,-0.013,-0.003,train,"",waiting
2026-09-26T11:04:38.558Z,1790420678558,2459,-0.027,-0.009,-0.017,train,"",waiting
2026-09-26T11:04:38.609Z,1790420678609,2509,0.013,0.414,0.36,train,"",active
2026-09-26T11:04:38.658Z,1790420678658,2559,0.613,0.482,0.661,train,"",active
2026-09-26T11:04:38.701Z,1790420678701,2601,0.99,0.519,0.77,train,"",active
2026-09-26T11:04:38.743Z,1790420678743,2644,1.091,0.496,0.619,train,"",active
2026-09-26T11:04:38.783Z,1790420678783,2684,0.909,0.43,0.355,train,"",active
2026-09-26T11:04:38.826Z,1790420678826,2727,0.473,0.374,-0.057,train,"",active
2026-09-26T11:04:38.867Z,1790420678867,2768,-0.064,0.257,-0.421,train,"",active
2026-09-26T11:04:38.909Z,1790420678909,2810,-0.582,0.171,-0.649,train,"",active
2026-09-26T11:04:38.951Z,1790420678951,2851,-0.933,0.003,-0.742,train,"",active
2026-09-26T11:04:38.992Z,1790420678992,2893,-1.066,-0.093,-0.673,train,"",active
2026-09-26T11:04:39.035Z,1790420679035,2936,-0.889,-0.25,-0.374,train,"",active
2026-09-26T11:04:39.075Z,1790420679075,2976,-0.542,-0.357,-0.017,train,"",active
2026-09-26T11:04:39.120Z,1790420679120,3021,0.057,-0.443,0.393,train,"",active
2026-09-26T11:04:39.167Z,1790420679167,3068,0.616,-0.523,0.707,train,"",active
2026-09-26T11:04:39.209Z,1790420679209,3110,0.963,-0.506,0.755,train,"",active
2026-09-26T11:04:39.250Z,1790420679250,3151,1.071,-0.522,0.631,train,"",active
2026-09-26T11:04:39.291Z,1790420679291,3192,0.875,-0.449,0.378,train,"",active
2026-09-26T11:04:39.335Z,1790420679335,3235,0.472,-0.353,-0.023,train,"",active
2026-09-26T11:04:39.383Z,1790420679383,3284,-0.172,-0.222,-0.457,train,"",active
2026-09-26T11:04:39.425Z,1790420679425,3326,-0.675,-0.094,-0.701,train,"",active
2026-09-26T11:04:39.474Z,1790420679474,3375,-1.054,0.052,-0.738,train,"",active
2026-09-26T11:04:39.517Z,1790420679517,3418,-1.054,0.17,-0.551,train,"",active
2026-09-26T11:04:39.559Z,1790420679559,3460,0.068,0.026,0.063,train,"",active
2026-09-26T11:04:39.606Z,1790420679606,3507,0.063,0.049,0.064,train,"",active
2026-09-26T11:04:39.650Z,1790420679650,3551,0.063,0.023,0.04,train,"",active
2026-09-26T11:04:39.692Z,1790420679692,3593,0.063,0.07,0.054,train,"",active
2026-09-26T11:04:39.734Z,1790420679734,3635,-0.007,0.021,-0.014,train,"",active
2026-09-26T11:04:39.775Z,1790420679775,3676,0.073,0.058,-0.011,train,"",active
2026-09-26T11:04:39.817Z,1790420679817,3718,0.165,0.052,0.031,train,"",active
2026-09-26T11:04:39.859Z,1790420679859,3760,0.223,0.121,0.031,train,"",active
2026-09-26T11:04:39.900Z,1790420679900,3801,0.297,0.127,0.035,train,"",active
2026-09-26T11:04:39.942Z,1790420679942,3843,0.315,0.169,0.064,train,"",active
2026-09-26T11:04:39.991Z,1790420679991,3892,0.36,0.12,0.083,train,"",active
2026-09-26T11:04:40.034Z,1790420680034,3935,0.324,0.132,0.11,train,"",active
2026-09-26T11:04:40.081Z,1790420680081,3982,0.257,0.132,0.093,train,"",active
2026-09-26T11:04:40.126Z,1790420680126,4027,0.223,0.089,0.106,train,"",active
2026-09-26T11:04:40.167Z,1790420680167,4068,0.148,0.067,0.102,train,"",active
2026-09-26T11:04:40.213Z,1790420680213,4114,0.039,0.013,0.077,train,"",active
2026-09-26T11:04:40.260Z,1790420680260,4161,-0.057,-0.018,0.104,train,"",active
2026-09-26T11:04:40.306Z,1790420680306,4207,-0.16,-0.033,0.084,train,"",active
2026-09-26T11:04:40.352Z,1790420680352,4252,-0.242,-0.118,0.108,train,"",active
2026-09-26T11:04:40.399Z,1790420680399,4300,-0.279,-0.111,0.066,train,"",active
2026-09-26T11:04:40.445Z,1790420680445,4346,-0.311,-0.128,0.096,train,"",active
2026-09-26T11:04:40.492Z,1790420680492,4393,-0.327,-0.117,0.058,train,"",active
2026-09-26T11:04:40.538Z,1790420680538,4438,-0.345,-0.161,0.053,train,"",active
