time_iso,epoch_ms,device_ms,gyro_x,gyro_y,gyro_z,mode,recording_label,phase
2026-09-23T10:34:45.110Z,1790159685110,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.153Z,1790159685153,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.197Z,1790159685197,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.239Z,1790159685239,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.282Z,1790159685282,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.326Z,1790159685326,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.368Z,1790159685368,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.411Z,1790159685411,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.454Z,1790159685454,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.497Z,1790159685497,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.540Z,1790159685540,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.583Z,1790159685583,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.626Z,1790159685626,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.669Z,1790159685669,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.712Z,1790159685712,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.755Z,1790159685755,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.798Z,1790159685798,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.841Z,1790159685841,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.885Z,1790159685885,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.927Z,1790159685927,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:45.970Z,1790159685970,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.014Z,1790159686014,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.056Z,1790159686056,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.099Z,1790159686099,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.142Z,1790159686142,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.186Z,1790159686186,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.228Z,1790159686228,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.271Z,1790159686271,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.314Z,1790159686314,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.357Z,1790159686357,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.400Z,1790159686400,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.443Z,1790159686443,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.486Z,1790159686486,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.529Z,1790159686529,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.572Z,1790159686572,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.616Z,1790159686616,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.658Z,1790159686658,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.701Z,1790159686701,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.744Z,1790159686744,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.788Z,1790159686788,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.830Z,1790159686830,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.873Z,1790159686873,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.916Z,1790159686916,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:46.959Z,1790159686959,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.002Z,1790159687002,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.045Z,1790159687045,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.088Z,1790159687088,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.131Z,1790159687131,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.174Z,1790159687174,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.217Z,1790159687217,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.260Z,1790159687260,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.304Z,1790159687304,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.346Z,1790159687346,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.389Z,1790159687389,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.432Z,1790159687432,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.475Z,1790159687475,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.519Z,1790159687519,,-0.09,0.01,0.04,recognize,"",waiting
2026-09-23T10:34:47.561Z,1790159687561,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.604Z,1790159687604,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.648Z,1790159687648,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.690Z,1790159687690,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.733Z,1790159687733,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.776Z,1790159687776,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.819Z,1790159687819,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.862Z,1790159687862,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.905Z,1790159687905,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.949Z,1790159687949,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:47.992Z,1790159687992,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.034Z,1790159688034,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.077Z,1790159688077,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.120Z,1790159688120,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.163Z,1790159688163,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.207Z,1790159688207,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.249Z,1790159688249,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.292Z,1790159688292,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.336Z,1790159688336,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.378Z,1790159688378,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.421Z,1790159688421,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.464Z,1790159688464,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.507Z,1790159688507,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.550Z,1790159688550,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.594Z,1790159688594,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.636Z,1790159688636,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.679Z,1790159688679,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.722Z,1790159688722,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.765Z,1790159688765,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.809Z,1790159688809,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.864Z,1790159688864,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.894Z,1790159688894,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.938Z,1790159688938,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:48.980Z,1790159688980,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.024Z,1790159689024,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.066Z,1790159689066,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.109Z,1790159689109,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.152Z,1790159689152,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.195Z,1790159689195,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.238Z,1790159689238,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.281Z,1790159689281,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.324Z,1790159689324,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.367Z,1790159689367,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.410Z,1790159689410,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.454Z,1790159689454,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.496Z,1790159689496,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.541Z,1790159689541,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.582Z,1790159689582,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.625Z,1790159689625,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.668Z,1790159689668,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.711Z,1790159689711,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.755Z,1790159689755,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.797Z,1790159689797,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.840Z,1790159689840,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.884Z,1790159689884,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.926Z,1790159689926,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:49.969Z,1790159689969,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.012Z,1790159690012,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.055Z,1790159690055,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.099Z,1790159690099,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.141Z,1790159690141,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.184Z,1790159690184,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.227Z,1790159690227,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.271Z,1790159690271,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.314Z,1790159690314,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.356Z,1790159690356,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.399Z,1790159690399,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.443Z,1790159690443,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.486Z,1790159690486,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.528Z,1790159690528,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.571Z,1790159690571,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.615Z,1790159690615,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.657Z,1790159690657,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.700Z,1790159690700,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.743Z,1790159690743,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.786Z,1790159690786,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.829Z,1790159690829,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.872Z,1790159690872,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.915Z,1790159690915,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:50.958Z,1790159690958,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.001Z,1790159691001,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.044Z,1790159691044,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.088Z,1790159691088,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.130Z,1790159691130,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.174Z,1790159691174,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.216Z,1790159691216,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.259Z,1790159691259,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.302Z,1790159691302,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.345Z,1790159691345,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.389Z,1790159691389,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.432Z,1790159691432,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.474Z,1790159691474,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.518Z,1790159691518,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.561Z,1790159691561,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.603Z,1790159691603,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.646Z,1790159691646,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.689Z,1790159691689,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.732Z,1790159691732,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.776Z,1790159691776,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.818Z,1790159691818,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.861Z,1790159691861,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.904Z,1790159691904,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.947Z,1790159691947,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:51.990Z,1790159691990,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.033Z,1790159692033,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.076Z,1790159692076,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.119Z,1790159692119,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.162Z,1790159692162,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.205Z,1790159692205,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.248Z,1790159692248,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.291Z,1790159692291,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.334Z,1790159692334,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.377Z,1790159692377,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.420Z,1790159692420,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.463Z,1790159692463,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.506Z,1790159692506,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.549Z,1790159692549,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.592Z,1790159692592,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.635Z,1790159692635,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.679Z,1790159692679,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.721Z,1790159692721,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.764Z,1790159692764,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.807Z,1790159692807,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.851Z,1790159692851,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.894Z,1790159692894,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.936Z,1790159692936,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:52.980Z,1790159692980,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:53.022Z,1790159693022,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:53.065Z,1790159693065,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:53.108Z,1790159693108,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:53.152Z,1790159693152,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:53.194Z,1790159693194,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:53.240Z,1790159693240,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:53.281Z,1790159693281,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:53.323Z,1790159693323,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:53.366Z,1790159693366,,-0.08,-0.03,0.02,recognize,"",waiting
2026-09-23T10:34:53.409Z,1790159693409,,-0.11,0.12,0.09,recognize,"",waiting
2026-09-23T10:34:53.452Z,1790159693452,,-0.14,0.16,0.13,recognize,"",active
2026-09-23T10:34:53.495Z,1790159693495,,-0.17,0.28,0.18,recognize,"",active
2026-09-23T10:34:53.538Z,1790159693538,,-0.09,0.03,0.08,recognize,"",active
2026-09-23T10:34:53.581Z,1790159693581,,-0.04,0,0.05,recognize,"",active
2026-09-23T10:34:53.624Z,1790159693624,,-0.1,-0.06,0.02,recognize,"",active
2026-09-23T10:34:53.668Z,1790159693668,,-0.08,-0.05,0.02,recognize,"",active
2026-09-23T10:34:53.710Z,1790159693710,,-0.12,0.01,0.04,recognize,"",active
2026-09-23T10:34:53.753Z,1790159693753,,-0.19,0.05,0.04,recognize,"",active
2026-09-23T10:34:53.796Z,1790159693796,,-0.13,0.02,0.06,recognize,"",active
2026-09-23T10:34:53.839Z,1790159693839,,-0.09,-0.12,-0.02,recognize,"",active
2026-09-23T10:34:53.882Z,1790159693882,,-0.11,-0.02,0.02,recognize,"",active
2026-09-23T10:34:53.925Z,1790159693925,,-0.11,0.08,0.07,recognize,"",active
2026-09-23T10:34:53.969Z,1790159693969,,-0.11,0.05,0.08,recognize,"",active
2026-09-23T10:34:54.011Z,1790159694011,,-0.12,0.02,0.04,recognize,"",active
2026-09-23T10:34:54.054Z,1790159694054,,-0.09,-0.06,0.01,recognize,"",active
2026-09-23T10:34:54.097Z,1790159694097,,-0.09,-0.18,-0.04,recognize,"",active
2026-09-23T10:34:54.141Z,1790159694141,,-0.09,-0.24,-0.05,recognize,"",active
2026-09-23T10:34:54.185Z,1790159694185,,-0.08,-0.18,-0.02,recognize,"",active
2026-09-23T10:34:54.226Z,1790159694226,,-0.1,-0.02,0.03,recognize,"",active
2026-09-23T10:34:54.269Z,1790159694269,,-0.13,0,0.08,recognize,"",active
2026-09-23T10:34:54.312Z,1790159694312,,-0.13,-0.04,0.07,recognize,"",active
2026-09-23T10:34:54.355Z,1790159694355,,-0.13,0.1,0.12,recognize,"",active
2026-09-23T10:34:54.399Z,1790159694399,,-0.13,-0.1,0.09,recognize,"",active
2026-09-23T10:34:54.442Z,1790159694442,,-0.14,-0.17,0.16,recognize,"",active
2026-09-23T10:34:54.485Z,1790159694485,,-0.22,-0.18,0.29,recognize,"",active
2026-09-23T10:34:54.527Z,1790159694527,,-0.14,-0.09,0.15,recognize,"",active
2026-09-23T10:34:54.570Z,1790159694570,,-0.1,0,0.07,recognize,"",active
2026-09-23T10:34:54.613Z,1790159694613,,-0.13,0.03,0.11,recognize,"",active
2026-09-23T10:34:54.656Z,1790159694656,,-0.1,0.01,0.03,recognize,"",active
2026-09-23T10:34:54.699Z,1790159694699,,-0.1,-0.02,0.06,recognize,"",active
2026-09-23T10:34:54.742Z,1790159694742,,-0.11,-0.03,0.08,recognize,"",active
2026-09-23T10:34:54.786Z,1790159694786,,-0.09,-0.02,0.04,recognize,"",active
2026-09-23T10:34:54.828Z,1790159694828,,-0.09,0.07,0.04,recognize,"",active
2026-09-23T10:34:54.872Z,1790159694872,,-0.1,0.05,0.05,recognize,"",active
2026-09-23T10:34:54.914Z,1790159694914,,-0.08,0,0.02,recognize,"",active
2026-09-23T10:34:54.957Z,1790159694957,,-0.09,0.05,0.05,recognize,"",cooldown
2026-09-23T10:34:55.002Z,1790159695002,,-0.08,0.09,0.06,recognize,"",cooldown
2026-09-23T10:34:55.044Z,1790159695044,,-0.08,0.07,0.03,recognize,"",cooldown
2026-09-23T10:34:55.087Z,1790159695087,,-0.08,0.11,0.02,recognize,"",cooldown
2026-09-23T10:34:55.129Z,1790159695129,,-0.07,0.15,0,recognize,"",cooldown
2026-09-23T10:34:55.172Z,1790159695172,,-0.08,0.16,0.01,recognize,"",cooldown
2026-09-23T10:34:55.215Z,1790159695215,,-0.08,0.21,0.03,recognize,"",cooldown
2026-09-23T10:34:55.258Z,1790159695258,,-0.08,0.19,0.02,recognize,"",cooldown
2026-09-23T10:34:55.301Z,1790159695301,,-0.08,0.21,0.04,recognize,"",cooldown
2026-09-23T10:34:55.344Z,1790159695344,,-0.1,0.22,0.07,recognize,"",cooldown
2026-09-23T10:34:55.388Z,1790159695388,,-0.1,0.19,0.05,recognize,"",cooldown
2026-09-23T10:34:55.430Z,1790159695430,,-0.11,0.1,0.02,recognize,"",cooldown
2026-09-23T10:34:55.473Z,1790159695473,,-0.1,0.05,0.04,recognize,"",cooldown
2026-09-23T10:34:55.516Z,1790159695516,,-0.1,0.05,0.04,recognize,"",cooldown
2026-09-23T10:34:55.560Z,1790159695560,,-0.11,0.07,0.03,recognize,"",cooldown
2026-09-23T10:34:55.603Z,1790159695603,,-0.1,0.05,0,recognize,"",cooldown
2026-09-23T10:34:55.645Z,1790159695645,,-0.08,0,0.01,recognize,"",cooldown
2026-09-23T10:34:55.688Z,1790159695688,,-0.07,0.01,0.01,recognize,"",waiting
2026-09-23T10:34:55.732Z,1790159695732,,-0.07,0.02,0.03,recognize,"",waiting
2026-09-23T10:34:55.774Z,1790159695774,,-0.09,0.03,0.04,recognize,"",waiting
2026-09-23T10:34:55.818Z,1790159695818,,-0.1,0.05,0.04,recognize,"",waiting
2026-09-23T10:34:55.860Z,1790159695860,,-0.08,0.02,0.04,recognize,"",waiting
2026-09-23T10:34:55.904Z,1790159695904,,-0.06,-0.04,0.02,recognize,"",waiting
2026-09-23T10:34:55.946Z,1790159695946,,-0.08,-0.05,0.01,recognize,"",waiting
2026-09-23T10:34:55.989Z,1790159695989,,-0.09,-0.01,0.03,recognize,"",waiting
2026-09-23T10:34:56.032Z,1790159696032,,-0.09,-0.01,0.04,recognize,"",waiting
2026-09-23T10:34:56.075Z,1790159696075,,-0.09,0.03,0.05,recognize,"",waiting
2026-09-23T10:34:56.118Z,1790159696118,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:56.162Z,1790159696162,,-0.09,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:56.205Z,1790159696205,,-0.09,0.03,0.05,recognize,"",waiting
2026-09-23T10:34:56.247Z,1790159696247,,-0.09,0,0.05,recognize,"",waiting
2026-09-23T10:34:56.291Z,1790159696291,,-0.06,-0.08,-0.02,recognize,"",waiting
2026-09-23T10:34:56.333Z,1790159696333,,-0.09,0.03,0.02,recognize,"",waiting
2026-09-23T10:34:56.377Z,1790159696377,,-0.1,0.06,0.06,recognize,"",waiting
2026-09-23T10:34:56.419Z,1790159696419,,-0.09,0.01,0.04,recognize,"",waiting
2026-09-23T10:34:56.462Z,1790159696462,,-0.08,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:56.505Z,1790159696505,,-0.09,0.02,0.06,recognize,"",waiting
2026-09-23T10:34:56.549Z,1790159696549,,-0.06,0.01,0.05,recognize,"",waiting
2026-09-23T10:34:56.591Z,1790159696591,,-0.1,0.03,0.05,recognize,"",waiting
2026-09-23T10:34:56.635Z,1790159696635,,-0.1,0.03,0.05,recognize,"",waiting
2026-09-23T10:34:56.678Z,1790159696678,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:56.721Z,1790159696721,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:56.763Z,1790159696763,,-0.1,0.02,0.05,recognize,"",waiting
2026-09-23T10:34:56.807Z,1790159696807,,-0.1,0.03,0.06,recognize,"",waiting
2026-09-23T10:34:56.850Z,1790159696850,,-0.1,0.03,0.06,recognize,"",waiting
2026-09-23T10:34:56.892Z,1790159696892,,-0.1,0.02,0.05,recognize,"",waiting
